1000
249750
896,489,21
555,772,21
989,108,27
741,269,94
831,458,47
542,607,24
45,603,28
467,735,24
328,237,83
360,289,8
35,186,67
20,741,31
608,730,73
561,472,65
62,303,44
558,846,19
564,891,56
363,359,44
231,687,4
166,48,58
192,84,57
706,104,62
994,712,89
390,274,68
56,336,53
181,895,9
914,460,61
251,823,16
323,54,7
634,221,57
233,413,17
19,120,12
547,114,58
806,505,90
537,561,96
572,743,28
453,658,57
225,909,14
356,233,23
176,867,17
44,101,57
997,121,55
54,669,95
824,475,48
868,13,82
248,585,90
524,38,88
260,264,37
819,621,78
433,797,12
269,842,3
518,839,4
889,893,28
373,717,67
364,585,38
916,834,92
212,359,41
166,619,99
31,439,76
129,872,34
95,142,30
162,661,32
350,550,52
208,924,46
541,288,9
888,204,83
821,417,96
792,584,8
28,615,82
885,744,42
539,839,6
36,2,82
372,352,23
601,561,73
548,103,85
81,991,38
448,813,73
175,605,80
522,634,97
308,519,48
966,59,100
767,95,4
229,468,63
241,69,7
178,618,51
402,699,84
832,148,49
678,324,38
109,846,98
155,154,60
946,121,4
576,889,13
209,119,18
194,360,22
741,539,23
391,941,28
33,774,19
488,453,44
549,562,62
244,718,54
458,664,14
732,240,98
102,450,89
939,644,60
846,386,31
372,777,92
596,811,79
970,299,64
667,849,32
211,93,25
910,552,92
730,284,87
440,386,10
269,326,79
459,173,48
188,545,71
860,142,31
305,112,76
203,779,95
665,990,87
844,901,9
687,631,70
771,72,78
306,342,55
485,802,25
50,991,8
393,851,33
548,156,20
2,360,64
306,25,27
703,870,13
653,557,89
888,329,51
509,636,39
457,121,65
579,171,59
246,565,64
55,113,58
976,116,57
678,422,43
370,126,41
963,780,94
188,668,36
486,178,80
126,635,52
568,215,51
2,461,99
286,516,74
728,493,3
530,171,80
358,541,44
56,505,55
311,693,83
897,180,4
118,307,78
460,875,76
975,878,57
55,164,59
248,893,48
558,423,92
290,781,69
150,837,91
790,149,95
98,46,35
584,164,100
706,625,4
43,601,5
842,656,23
157,904,10
965,462,76
944,753,65
465,904,19
491,694,29
211,792,84
111,377,61
318,83,65
402,127,92
363,970,46
489,127,46
509,92,96
952,37,78
176,502,36
239,993,76
450,205,29
708,316,54
131,635,24
180,37,66
829,400,89
135,890,50
345,399,48
19,351,27
446,528,7
778,767,25
803,218,29
622,927,5
818,59,3
97,239,76
505,68,80
882,204,89
387,550,13
985,569,74
620,16,89
758,794,28
890,598,67
227,220,42
880,38,13
169,136,96
495,641,31
222,524,14
840,912,91
857,897,61
226,518,49
123,277,42
789,168,63
673,395,98
484,276,95
355,445,30
464,941,68
643,163,2
26,3,29
960,861,47
463,87,84
982,211,50
296,0,64
207,673,8
340,158,38
511,513,7
819,978,40
768,621,68
242,648,32
628,608,43
912,71,74
715,53,66
795,349,98
43,557,87
686,897,76
606,409,29
971,228,94
278,997,100
748,240,60
222,869,65
558,781,79
980,496,49
614,292,68
248,335,48
556,22,88
23,628,84
2,600,11
960,878,42
540,627,78
767,850,99
603,408,52
510,388,19
470,3,55
781,252,18
649,809,20
415,832,50
591,835,62
995,796,1
397,336,33
39,104,89
551,707,12
843,217,27
633,688,52
715,469,35
132,119,59
571,534,55
639,125,53
307,121,96
853,518,85
27,558,30
51,109,48
483,953,17
304,587,89
129,302,79
206,435,39
93,7,8
811,646,17
366,954,29
716,808,36
403,835,65
195,887,18
694,371,46
411,676,20
816,806,41
691,12,30
685,105,55
214,917,65
869,283,24
645,0,34
940,404,25
793,599,87
755,293,31
671,704,88
174,521,8
980,213,25
221,899,50
469,114,89
364,983,94
213,629,13
871,569,29
365,363,75
746,119,47
498,791,65
927,965,16
162,946,79
410,167,96
764,636,76
35,1,86
590,214,54
145,86,21
104,451,98
663,197,7
516,696,45
73,624,32
152,787,60
444,198,57
635,962,31
940,998,46
229,588,76
148,734,8
636,839,17
488,503,38
460,19,5
222,92,54
950,244,96
625,688,2
466,324,75
945,264,3
424,494,32
118,642,73
899,279,54
131,768,7
