100
2475
91,20,96
72,4,12
87,78,79
81,45,39
47,85,83
9,5,91
38,35,52
84,46,42
42,52,90
69,44,55
64,17,33
26,5,8
91,46,96
85,28,88
3,75,98
70,85,21
76,23,21
74,8,44
51,50,54
5,19,23
79,84,6
58,10,43
15,2,90
14,88,8
58,91,44
88,61,74
24,37,10
95,12,93
12,64,51
82,69,46
98,49,25
30,8,99
68,23,98
52,37,95
64,96,28
53,84,31
26,8,43
24,3,19
29,15,51
85,98,77
61,96,7
21,27,22
91,95,81
64,48,83
26,13,64
78,66,20
45,17,5
11,47,45
40,32,54
40,94,55
90,15,52
47,7,40
29,72,8
64,77,60
64,70,12
72,16,33
83,27,67
10,68,13
36,9,20
59,99,11
9,47,36
54,76,45
48,25,32
55,90,75
29,55,53
96,27,64
80,11,23
12,22,84
77,59,22
36,18,96
10,28,27
92,83,1
46,31,47
98,87,80
28,17,73
28,13,100
44,94,19
87,6,74
99,84,71
21,20,11
41,31,97
9,23,21
53,70,90
23,69,24
84,97,35
0,25,81
43,69,98
98,57,54
76,57,12
13,78,91
68,20,54
52,30,88
18,83,90
17,7,90
3,92,62
7,92,11
25,36,52
37,34,56
56,11,9
59,24,80
82,92,65
36,44,42
14,63,63
62,81,74
80,85,7
95,92,33
35,17,52
45,54,86
13,10,58
38,69,88
66,89,9
21,3,20
59,66,62
5,47,12
43,42,50
73,78,14
39,24,44
40,37,97
53,76,85
89,18,98
19,85,38
93,7,47
31,66,16
50,72,32
55,15,6
52,89,52
66,28,70
36,69,66
17,22,100
67,12,1
70,31,84
62,25,91
58,56,36
21,7,94
32,62,69
85,15,47
17,82,77
73,18,98
66,35,15
36,3,66
24,73,92
98,36,3
79,95,16
27,17,95
47,49,51
83,35,35
8,52,10
85,92,15
30,28,29
78,51,98
93,31,89
65,58,100
45,6,63
87,90,86
45,99,18
84,61,32
43,46,44
36,77,6
33,66,66
4,45,63
11,39,35
13,4,69
32,50,63
0,37,29
4,82,69
60,67,60
41,10,98
14,47,47
16,81,27
71,85,77
77,96,5
15,9,72
11,41,26
14,42,20
8,46,36
1,6,85
55,47,89
55,62,16
33,79,92
77,50,78
67,28,75
96,43,72
29,54,63
13,69,16
35,77,67
39,78,82
11,33,44
95,89,100
25,22,3
38,0,18
35,67,11
29,63,12
33,93,45
78,6,70
65,41,70
98,81,14
38,93,61
25,88,60
75,14,58
5,52,33
84,87,12
93,17,1
44,50,70
50,28,96
26,94,99
79,93,66
12,31,81
78,57,85
34,33,92
12,38,94
91,23,72
37,16,2
46,61,5
49,11,93
58,37,85
10,17,46
42,30,57
68,8,66
83,43,20
12,55,24
93,46,43
63,84,40
49,30,78
87,80,48
53,39,73
13,49,72
66,92,12
51,61,99
70,56,14
85,50,83
23,13,69
78,63,19
94,50,54
22,3,71
88,16,15
72,83,56
86,35,74
8,29,2
74,0,35
96,85,13
65,8,12
18,87,85
1,82,84
65,5,7
68,93,88
20,65,70
65,51,16
70,60,88
20,35,9
27,32,2
88,17,19
73,82,46
60,50,28
65,71,35
53,36,84
76,7,68
29,28,89
82,55,56
21,40,57
68,95,58
3,84,31
20,57,80
42,18,75
58,83,79
39,36,3
72,13,15
65,43,70
13,15,1
79,39,50
53,82,65
78,40,49
74,80,70
7,52,95
48,18,64
16,12,33
41,67,54
6,81,88
67,68,9
13,47,31
17,1,5
40,79,4
46,54,68
89,62,80
46,10,6
46,27,86
72,68,29
46,75,37
36,43,25
45,56,71
94,74,9
24,14,58
95,61,4
45,50,46
49,96,54
70,43,94
5,16,22
6,63,11
89,99,19
41,45,4
41,39,20
42,64,79
22,59,82
57,4,46
61,25,13
96,30,61
99,37,16
78,26,69
1,68,29
80,9,74
34,51,12
2,74,47
32,31,45
13,85,87
90,47,28
10,43,7
47,43,48
47,22,90
47,23,11
92,4,81
78,38,59
27,41,50
36,73,15
49,86,46
17,77,97
10,88,13
33,35,67
94,83,17
81,30,34
37,23,73
2,1,4
19,29,54
10,65,8
33,15,12
41,32,85
97,42,88
96,76,36
38,70,92
3,52,78
92,89,73
17,11,31
89,22,100
36,55,58
69,97,43
79,94,31
77,90,31
11,29,92
28,33,2
75,26,76
47,12,94
