1000
374625
908,128,38
881,440,13
134,915,61
63,44,97
148,888,31
859,700,69
934,957,11
510,429,95
970,796,30
328,27,22
435,935,29
557,817,78
143,951,60
917,15,7
277,163,24
765,22,46
204,956,80
380,466,50
330,437,89
625,765,43
489,201,5
481,758,87
915,902,27
264,819,47
657,97,17
939,862,66
920,67,99
859,447,97
228,777,29
392,403,11
584,892,11
712,374,17
657,289,42
466,212,81
541,151,75
638,72,47
692,932,7
213,160,55
171,552,19
894,137,69
819,850,41
503,507,8
89,62,34
495,528,73
998,69,99
364,708,11
797,400,40
678,614,34
336,785,34
398,679,30
352,499,79
681,2,67
300,91,25
473,587,50
859,585,7
396,950,13
5,748,15
547,426,13
248,763,82
503,161,89
894,514,44
136,195,63
885,496,39
697,969,69
36,828,37
445,225,66
563,231,54
81,778,6
213,27,82
131,530,46
728,425,20
825,561,46
924,447,29
115,144,6
894,181,49
258,627,57
573,190,91
636,272,44
126,486,47
378,617,87
792,345,40
720,170,89
844,95,48
464,210,46
53,105,32
472,363,63
116,937,100
991,573,61
644,699,55
325,78,19
536,871,88
173,592,57
371,436,89
18,900,22
808,954,27
781,427,37
380,543,21
171,534,81
234,178,26
784,504,85
950,41,56
462,214,9
145,586,38
924,604,75
913,413,27
7,194,41
465,575,77
861,747,27
830,981,32
498,765,92
246,716,45
865,179,29
76,324,84
724,248,59
273,162,98
776,170,36
707,636,88
181,497,53
189,327,90
375,826,55
67,73,70
799,938,69
746,15,13
279,740,38
417,13,70
969,789,35
715,497,20
37,678,94
106,867,93
157,243,40
974,310,74
507,109,50
220,856,77
257,135,44
543,553,24
992,523,97
611,239,1
866,276,18
619,383,22
699,540,43
606,515,78
586,23,19
505,243,97
439,501,96
114,44,74
801,37,32
279,648,53
254,515,78
907,135,9
428,835,33
192,441,60
267,28,7
451,533,94
492,973,33
668,87,66
398,889,57
651,168,94
143,423,98
912,331,12
65,759,79
758,952,38
966,219,67
198,671,67
673,163,15
650,832,5
671,230,13
729,881,35
436,25,23
658,938,100
15,3,81
207,761,66
842,728,32
504,927,93
700,601,49
870,251,95
127,922,4
273,651,59
588,87,13
326,746,94
396,761,11
225,969,48
7,811,66
8,316,70
681,16,54
518,887,6
187,14,36
87,287,56
868,876,7
675,202,39
421,598,62
170,824,54
680,831,54
920,840,83
87,522,4
855,41,83
875,229,24
817,316,39
411,184,14
92,860,71
520,281,62
709,451,15
868,132,52
839,53,51
126,140,58
430,996,21
621,871,87
827,689,10
320,100,2
690,193,27
263,713,29
434,422,66
430,290,91
257,129,67
925,255,65
115,685,88
346,307,43
807,134,17
583,454,66
545,145,47
367,408,52
471,842,88
27,273,14
715,530,31
338,571,92
217,918,22
967,726,37
407,310,26
947,855,50
681,223,33
127,694,87
996,722,27
155,437,8
445,894,28
989,233,50
220,450,41
758,418,87
429,825,55
556,773,93
828,454,79
509,581,94
32,578,51
828,734,96
155,179,44
938,168,10
293,389,34
567,147,62
566,577,60
876,134,91
41,962,59
430,472,11
513,504,89
319,332,56
562,488,42
701,427,69
72,720,29
894,287,47
135,854,56
201,731,85
39,772,82
332,203,33
207,716,70
660,36,77
847,599,55
213,300,37
748,372,24
673,267,3
745,402,65
394,603,64
178,643,92
924,976,27
143,184,16
866,845,8
922,692,99
467,906,36
438,654,24
130,327,100
110,72,77
945,467,11
511,645,48
849,570,95
391,714,13
650,581,43
944,503,40
838,971,46
33,409,29
599,540,72
434,651,18
672,596,74
513,107,29
999,957,12
461,348,59
108,998,40
600,943,78
784,782,32
875,815,90
621,415,24
694,850,92
840,522,5
454,36,30
714,35,59
544,496,70
88,605,26
213,205,86
843,990,48
443,865,51
454,487,18
5,181,48
207,22,18
6,477,41
913,191,66
776,735,39
989,823,19
201,37,52
356,881,79
295,325,44
49,779,27
219,784,48
240,992,76
783,998,83
363,912,3
978,689,43
90,678,18
807,880,14
730,237,60
643,532,88
422,582,39
688,802,37
136,42,72
606,826,100
554,190,4
693,168,93
568,258,85
266,66,9
3,796,100
620,439,8
563,861,84
285,550,93
792,686,88
291,293,84
789,847,23
199,541,74
299,109,71
77,376,36
735,380,73
631,0,59
59,564,41
69,849,47
882,641,71
738,932,92
421,722,46
294,921,34
335,220,99
635,298,10
1,33,84
163,665,28
765,724,83
229,794,90
244,677,85
945,415,40
939,837,54
781,131,34
165,466,72
659,101,100
530,103,31
781,266,15
848,262,95
514,506,71
821,451,22
61,391,36
22,173,34
906,339,43
11,998,81
414,529,36
850,310,79
952,343,20
778,191,1
398,706,18
695,527,91
409,588,66
959,611,36
640,518,87
788,529,69
38,943,42
391,794,37
10,746,35
663,525,20
577,923,79
999,619,51
872,28,72
136,987,51
575,628,23
352,417,6
128,455,4
434,846,47
50,857,49
9,520,16
160,98,48
17,97,14
402,969,36
375,106,1
959,681,42
61,33,7
694,162,71
270,597,73
640,647,92
757,657,47
400,817,94
966,835,47
151,237,99
365,612,15
567,572,32
397,634,39
645,328,56
348,598,21
898,238,26
305,996,53
233,396,26
259,363,22
382,514,91
474,879,9
673,447,26
553,844,12
467,489,28
544,838,73
219,736,97
541,42,48
520,276,94
317,535,29
949,917,70
819,392,1
301,65,22
355,619,77
44,87,22
61,632,29
676,851,72
530,392,42
380,913,38
628,230,4
239,179,36
364,998,30
369,300,54
821,656,91
119,700,78
906,761,71
531,437,94
894,967,74
299,348,62
980,977,35
197,216,67
331,580,100
857,950,43
449,772,72
661,891,100
961,797,2
893,328,7
677,222,58
854,522,56
944,502,46
264,700,55
764,31,5
263,888,44
62,338,46
516,0,87
672,961,88
589,854,34
944,532,91
267,386,54
938,331,64
