100
1238
54,72,51
72,98,100
30,65,85
56,20,79
22,57,41
50,23,13
60,41,15
6,63,73
61,51,7
75,8,98
48,62,47
23,34,60
29,65,1
3,21,44
83,43,89
13,94,42
48,54,66
11,60,42
26,22,8
79,97,9
79,46,22
51,69,27
22,98,53
59,2,17
17,86,15
32,99,74
70,48,19
51,59,33
95,86,23
90,66,16
95,45,89
61,97,40
62,20,73
29,80,72
17,97,66
48,29,97
74,0,27
54,51,20
95,46,50
59,37,25
20,32,42
28,94,50
5,57,9
82,86,71
60,4,80
25,52,24
90,26,96
3,81,13
77,76,65
63,57,66
35,85,44
5,91,76
95,73,12
66,34,22
35,59,19
34,50,28
32,54,21
82,31,29
80,68,75
14,31,78
82,67,74
44,72,54
63,68,92
70,35,13
80,71,80
43,5,45
33,38,29
4,21,9
52,1,29
36,15,70
78,98,69
5,42,31
23,6,64
14,76,38
39,57,38
25,0,86
61,34,30
51,38,86
73,90,67
63,27,38
86,6,16
75,11,45
37,35,51
68,49,46
35,89,51
73,14,84
16,75,24
97,27,44
99,0,24
3,64,37
22,50,64
40,25,75
0,63,75
68,32,7
12,67,36
13,40,92
16,57,17
52,54,46
27,54,83
93,57,9
87,80,97
88,20,62
99,21,38
47,89,37
43,2,100
30,16,12
31,32,62
9,85,27
18,7,33
87,95,78
6,83,95
51,83,80
59,30,35
8,4,92
57,36,75
63,45,82
24,59,55
39,77,71
12,64,16
66,70,55
41,21,62
37,81,12
24,81,14
12,90,5
17,48,75
54,11,92
77,35,54
14,75,91
58,88,12
97,55,16
20,96,12
25,34,91
61,58,88
86,89,47
38,43,87
36,21,44
92,36,18
26,94,43
24,92,95
94,12,73
85,37,56
57,99,84
12,71,60
57,58,76
50,97,6
54,33,84
95,26,16
11,52,20
15,77,12
75,71,1
31,56,94
21,14,6
70,26,49
90,83,77
0,33,66
53,88,61
28,83,63
39,95,15
45,11,31
43,86,26
52,17,13
0,39,36
48,10,80
67,0,49
44,1,91
18,54,44
26,82,50
60,22,27
46,67,17
46,63,46
38,64,64
45,12,56
78,79,81
95,24,13
45,42,10
84,69,55
6,30,65
24,76,10
53,87,1
68,34,40
2,72,23
74,18,3
57,96,82
41,91,34
26,36,30
65,21,26
87,28,41
32,52,84
44,5,41
67,74,39
53,76,36
5,51,25
68,9,29
12,51,51
80,77,83
91,43,16
71,30,50
81,62,63
69,7,20
44,74,38
53,28,9
35,33,53
35,2,73
32,14,2
20,94,56
45,85,43
92,57,66
66,39,93
94,8,81
27,52,30
34,5,36
19,41,17
55,77,78
2,10,2
99,30,73
74,76,21
92,69,23
41,36,68
53,30,43
72,57,39
65,92,44
87,12,44
41,68,16
98,70,88
35,44,74
87,37,37
96,79,2
45,32,82
1,5,49
10,71,88
24,58,59
80,0,66
13,98,29
57,68,7
32,3,53
83,91,59
4,88,92
61,33,94
48,34,95
93,45,78
31,69,26
80,50,59
98,64,55
86,21,66
44,53,64
45,37,22
85,41,62
11,46,52
26,58,4
13,57,51
99,43,20
11,33,41
61,19,3
99,22,15
71,77,10
77,88,84
29,27,28
50,53,100
21,66,13
57,66,52
14,19,70
25,31,20
73,93,12
63,93,37
57,64,41
3,42,18
96,71,46
66,22,53
95,44,99
81,1,38
11,15,38
29,41,15
81,14,38
53,78,22
46,35,16
17,39,62
