50
306
30,11,11
29,8,29
13,40,86
4,1,65
20,33,97
14,23,82
32,9,86
3,49,74
38,37,69
12,14,32
12,44,26
19,24,29
7,38,1
7,42,24
10,13,39
46,28,8
49,10,57
48,13,42
13,2,23
2,14,12
43,27,21
44,46,95
4,11,47
6,21,45
41,18,100
0,18,15
18,17,98
35,30,20
40,33,33
10,26,53
24,20,94
13,25,84
41,30,62
11,36,42
45,27,70
7,27,31
29,46,58
15,31,77
4,22,59
7,32,35
15,20,24
46,12,65
39,23,29
4,18,2
37,26,97
39,5,17
7,21,55
6,26,83
38,33,15
46,22,20
30,33,52
15,23,87
36,28,97
35,15,34
12,5,59
35,12,21
40,19,44
17,7,8
27,4,64
45,30,9
33,11,76
33,26,80
7,13,12
0,48,41
18,11,50
43,46,95
39,37,58
18,32,38
46,27,22
11,44,97
33,1,80
34,2,25
1,21,80
8,4,64
11,16,34
23,34,32
39,31,77
36,43,12
45,4,40
31,38,49
30,22,86
28,24,84
37,48,6
43,6,20
36,18,22
35,41,70
16,31,75
26,18,51
46,13,71
11,45,68
28,25,53
48,3,15
38,41,6
43,34,21
3,21,17
29,7,88
40,24,73
32,0,91
18,47,68
8,9,96
38,36,37
14,24,55
39,18,21
19,21,98
8,40,82
31,23,95
21,41,26
25,0,16
25,37,63
0,26,2
29,41,71
48,30,72
2,49,28
28,18,9
11,27,84
18,8,82
25,29,3
29,5,68
43,31,45
45,31,90
33,10,66
45,9,78
27,12,49
29,40,47
32,1,9
25,20,9
42,45,91
1,25,70
9,19,45
6,14,25
29,47,1
44,43,25
39,20,67
34,49,78
48,32,81
38,8,57
37,0,52
15,1,92
49,11,39
15,18,8
12,48,52
19,42,41
36,32,98
15,17,98
6,4,42
48,41,54
36,7,41
49,7,65
31,22,74
27,34,11
21,4,40
9,41,90
17,6,10
25,42,98
15,49,14
13,34,2
14,33,86
27,14,67
8,42,69
37,13,93
10,22,14
15,40,99
37,15,77
25,30,30
17,44,13
2,7,34
44,22,32
43,49,45
15,7,84
22,45,100
33,5,37
35,20,88
44,7,6
46,33,38
46,0,81
45,3,89
28,47,53
45,40,85
26,5,12
49,28,94
35,11,72
45,46,34
44,41,94
9,37,45
4,34,58
43,9,73
13,4,67
33,31,98
10,30,85
32,15,70
10,11,16
8,5,23
3,19,22
44,14,60
37,8,61
27,22,7
45,16,54
10,48,42
36,9,89
9,18,86
24,33,40
13,31,68
31,18,63
9,46,80
41,4,51
5,49,40
48,9,92
8,45,78
46,6,30
7,20,25
33,2,86
17,11,89
24,3,2
35,8,72
26,44,17
31,0,26
19,46,100
44,4,14
1,38,79
24,15,60
0,29,35
35,19,20
16,46,53
3,27,21
19,47,15
41,42,24
33,43,67
28,20,7
34,18,75
11,43,31
49,18,65
20,43,90
28,6,88
40,0,24
25,48,76
2,26,41
25,39,4
26,39,41
24,23,100
14,43,98
48,40,15
2,19,8
25,9,29
41,28,37
39,6,44
23,32,67
6,9,60
7,33,36
18,48,22
24,47,86
1,49,33
36,25,89
20,16,75
12,7,23
44,36,70
45,44,32
19,13,27
45,39,2
23,25,82
10,46,59
26,13,27
46,25,10
24,9,100
33,3,5
2,48,13
5,17,22
6,5,82
5,0,7
3,23,4
25,8,48
40,32,4
36,15,31
45,23,63
12,36,11
29,39,53
21,16,44
9,34,5
10,9,55
37,49,69
23,35,51
7,35,53
29,27,62
15,48,21
34,7,16
16,18,77
26,30,76
20,44,58
10,20,20
6,0,80
43,15,3
34,16,95
30,21,9
27,48,40
9,12,19
45,33,33
2,43,90
21,0,16
19,43,31
42,5,51
21,32,47
33,36,60
30,17,63
29,19,19
49,40,16
19,10,16
4,25,38
